listing_id,id,date,reviewer_id,reviewer_name,comments
19968804,516518727,2019-08-24,198482230,Ian,"Room is nice an clean, bed was comfortable and has plenty of room for 2. Host was very responsive and helpful, and had left lots on nice extras in the room (water, cereal/breakfast food , reduced price for the set menu of the restaurant below).  Only downside was a smaller bathroom that had flushing/noise at random intervals from the plumbing"
2119937,366804404,2019-01-03,34068870,Carina,"We were out a lot and didn't see much of our hosts, but Soren still texted us during our stay to check if everything was fine and even brought us fresh towels after a few days. The room was nice and it was very convenient to have an own bathroom and an own entrance. Check in and check out were very flexible and we were happy that we could leave our luggage until we left for the airport. We had a lovely stay at Sorens place and can definitely recommend it. Thanks again!"
5081461,323752108,2018-09-16,1677254,성환,"가격대비 아주 훌륭합니다. breakfast가 좋습니다. 아주 청결하고 아늑한 방을 가지고 있습니다. 시내에서 멀긴 하지만, 처음만 좀 어려울 뿐 버스 (106번) 타고 finsbury 역만 나가면 어디든 쉽게 갈 수 있습니다. 저의 영국 여행 일정이 바빠서 호스트와 많은 시간을 보내지는 못했지만, 세심한 배려를 해주시는 좋은 호스트입니다."
4022582,72813800,2016-05-04,8288043,Zsofia,"I am very happy for the couple of nights I stayed by Naomi in her wonderful home. She is very lovely, welcoming host and her home is just as fantastic as on the pictures. The room is cosy, full of light and very nicely furnished. Naomi's two cats, Bubbles and Magic, were like the cherry on the cake for me. Thank you, Naomi!<br/><br/>"
28279185,540846899,2019-10-04,23760448,Kendal And Lorraine,"We had a delightful room with an equally delightful outlook. The room was cosy, very clean and had everything we needed. It was close to shops, cafes and public transport. Julie was a lovely host who made us very welcome. Her communication was outstanding. She even managed to map out a good economic way to get from Gatwick Airport to her house and were to buy an Oyster card en route."
10038491,98225245,2016-08-30,66282537,Katie,"We are a family of six so it's not easy to find affordable accommodation for us in a city like London. However, we struck it lucky with Emily's house. Location was perfect within in easy reach of Homerton station and we traveled to the centre of London every day with 4 small kids. Emily was a fantastic host and we would highly recommend her house. The local area is lovely too, full of little shops & cafes with in easy reach. Thank you Emily "
21261911,423186861,2019-03-13,69752103,Alex,"Bright, quiet and a great location. I had a wonderful stay."
14082295,230836729,2018-01-29,59856914,María,"Nuestra estancia en el apartamento ha sido muy buena. Un apartamento tal cual se indica en las fotos, con buena ubicación, cerca de la parada de metro, y perfecto para 3 personas. Nuestra estancia ha sido muy agradable."
39102396,640817539,2020-07-21,138140054,Rosana,"Kevin was a great host, very respectful."
8882223,60599513,2016-01-25,40203227,Tiffany,"Juliano was the perfect host. He was attentive, detailed and thoughtful in preparing the flat for guests! The flat is beautiful, centrally located (close to the tube and sites) and I could not have asked for a better experience!  Hope to stay there again!"
23374477,314877985,2018-08-27,210455881,Sara,"Very good location right in front of kings cross and st Pancras station. It can be a bit too noisy at night, but we were expecting it, due to the location. It is a well served area. The room is small but has everything you need and is clean. "
27863349,510486019,2019-08-16,261192320,Lorie,"Quiet, clean accommodation.  Close enough to walk to many sites and minutes from St Pancras/Kings Cross.  4 rooms in total with 2 shared bathrooms and shared kitchen but no issues with either.  Hosts are friendly and respond promptly to emails.  Enjoyed our stay here."
21263625,304932964,2018-08-10,204404411,磊,"It's a good location near the Surrey Quay and with the nice view. The owner Veronica is very kind to allowed us check-in earlier, and responded very quickly."
16386228,333339823,2018-10-07,61793226,Lea,"Lovely apartment offering everything you need. Great location and easy check in. Natasa was very helpful and provided lots of useful tips on the flat and the area, transport etc. Thanks for everything  :)"
30205947,545000813,2019-10-11,118180932,Sarlote,"Ivan is a great and generous host, this is really the perfect location. Close to buses and trains. Many restaurants around. This is a very large room for London, especially for the price. Loved the availability of a use of kitchen and the provided breakfast."
42784865,505595105240213179,2021-11-28,248873474,Frederic,"Parfait !<br/>Tres bel appartement, calme, spacieux et très confortable,  a proximité des transports. Bel emplacement pour visiter Londres !<br/>Très bonne communication avec l'hôte :  merci encore à Stephane."
29486189,442358427,2019-04-23,24782422,Michel,"Appartement cool et parfaitement adapté pour 8 voyageurs<br/>L’emplacement est idéal pour visiter Londres<br/>Le quartier est très sympa avec tout les commerces<br/>Nous n’avons pas vu David , mais la communication a été très précise et claire tant pour l’arrivée que pour le départ . Merci à lui<br/>Nous recommandons cette location"
7085928,403162998,2019-01-20,230825946,Natdanai,A great place with an equally wonderful host. This will be my first choice for a place to stay in London for the foreseeable future.
17226911,174770186,2017-07-27,71561362,Judy,"We would stay here again! Great for a family trip, couples"
18189287,553991099,2019-10-25,93487357,Lars,We stayed in Ingrid's apartement with our daughter (16) for 6 days and traveled by car. We had a great stay in this spacious and well equipped apartement and felt like home. Everything was as described and very clean. We went to London by bus and underground (Picadilly + Metropolitan) without any problems in 1 hour. We would like to come back again.
389967,164941300,2017-06-29,40606719,Ashley,We had a lovely stay while we were in Wimbledon. Frances was a wonderful host providing us a nice breakfast every morning and working around our schedule. The room and bathroom was well kept and very clean. Beds were comfortable also. We were able to walk to Wimbledon village within 15/20mins. There were plenty of restaurants to choose from in the village for dinner etc. Overall a great place to stay!
1941845,433514262,2019-04-06,11486328,Ruth,"We unfortunately never made it to Colum's place as our gearbox failed on the M5, however I've given Colum five stars as he couldn't have been more understanding and responsive. He made a very stressful situation a lot less stressful and for that we were very grateful, particularly with a 14 month old in tow! Fantastic host!"
19929424,229588741,2018-01-24,3765541,Barbora,"cute place, warm and cozy. good address, good communication, thank you max!"
17236799,136094346,2017-03-08,60241452,Alisa,Todd went above and beyond making us feel comfortable!!!  He even gave us a tour of London and was very helpful!!!  We really enjoyed his company and our stay with him was great!!!  Definitely worthwhile to stay here!!
6968345,500537812122030571,2021-11-21,417860061,Libby,Rhian is such a lovely host - very understanding and flexible about check in. The house is gorgeous and very very clean! Thank you!
14681392,662891293,2020-09-11,68201457,Matthew,"The room was very clean and spacious. The whole place was very nicely decorated as well. The location is also good as it’s in a leafy area of London in a quiet neighborhood, but still not too far from the centre. The check-in/out was easy as well.<br/><br/>The only thing we think could be changed is removing “breakfast included” as we were not given any information about it when we arrived and felt that it wasn’t really included. We wish it was not stated in the listing so that we could have prepared better for ourselves.<br/><br/>But overall good stay at Kirstie’s!<br/><br/>Thanks,<br/>Matt & Hyemin"
25811402,425529761,2019-03-18,84582066,Kathryn,Extremely clean and close to airport! Perfect for a layover a bit too long to stay in the airport!
6475256,165937218,2017-07-02,135891009,Sanja Maria,"The oval house is definitely the best place to stay at in London specially if you travel alone, like I did because you will never feel  alone in this house :)<br/>the house is filled with absolutely wonderful, big hearted, super lovable people you will want to stay friends with forever!<br/>It's location is perfect, bus stops right in front of the house, tube station is a 3min walk away but you can even be at london bridge in 30mins by foot.<br/>Stores, cafes, bars, restaurants and bakeries are right next door or around the corner.<br/><br/>I stayed here for an entire week. I felt super welcome and never lost because they would always help me find the best way to my next destination, make suggestions for other good places to check out or just have me spending good times at the house with them. <br/>Loved it so much! I will absolutely be back!!!<br/><br/>"
22046992,521014377,2019-08-31,261217389,Patrick,"One of the best flats I have ever stayed in london. Hendon, great area, 24hr supermarkets in 5min walk, right next to middlesex uni, loads of parks around. It's lovely place!"
38278822,563914533,2019-11-14,11123870,Helle,"Location , location, location doesn’t come any better ! <br/>Alex flat is very nice and modern, absolutely loved it. Would definitely go back."
18434227,158045424,2017-06-05,121528830,Marine,"Un très chouette séjour, ce sont des hôtes très gentils et bienveillants qui ont été à notre écoute. Le logement est idéalement situé, avec une ligne de métro direct sur le centre de londres (Oxford circus : 15-20min). C'est un logement familial cosy, très propre et soigné, dans un quartier résidentiel calme. Nous n'hésiterons pas à y retourner pour un prochain séjour :) <br/><br/>A very nice stay, they are very kind and caring hosts who have been listening to us. Housing is conveniently located, with a direct metro on Central London (Oxford circus : 15-20 min). It is a cosy family housing, very clean and neat, in a quiet residential area. We would not hesitate to go back for a next stay :)"
3581653,138901460,2017-03-22,23730320,Annabel,"Alex is a great host. Very flexible with arrival and departure arrangements, which was really helpful for me. No complaints!"
7898874,144660226,2017-04-16,113849047,Juan Gabriel,"Nice location, very central, with supermarkets around."
11072802,135117784,2017-03-03,106461000,Michael,Great little spot - very self-contained with a great bathroom. Would definitely stay there again.
25554748,761358045,2021-05-23,370843801,Isabel,Really good value apartment - location is super convenient and the flat had everything we needed! Would definitely stay again
13478176,101464547,2016-09-13,83497525,Saeed,"No i do,n have any think<br/><br/>"
538558,481632089880462015,2021-10-26,7557316,Joshua,Comfortable basement apartment in the heart of Bloomsbury.
49609623,465045000676899904,2021-10-03,64650512,Trevor,Excellent
21523290,552632223,2019-10-22,108514025,Oliver,Octavia的房子地理位置很不错，位于地铁circle线上，抵达各个景点和火车站非常方便。房间很大，两层楼为一层地面一层地下室，各种设施应有尽有。房内有许多房主的物品非常温馨可爱，也有足够的空间放行李。房源唯一不足的是楼上浴室水压不足，洗浴不是很舒服。
8989885,63193687,2016-02-21,42581872,Christopher,I had a very great stay at Anita's lovely clean flat. Highly recommended!
12052198,225426833,2018-01-06,4146987,Nina,"We had a wonderful stay at Colin's place. The location was perfect - slightly away from the main tourist attractions but in an area with lots of shopping, great local restaurants and several grocery stores nearby. <br/><br/>Colin's wife Julia was always quick to respond and provided recommendations for dinner spots nearby. <br/><br/>The apartment itself was warm, comfortable and very stylish. A big plus for our kids was getting to play with toys, having stepping stools and other small details they are used to at home but you don't get in a hotel. <br/><br/>On our last day our flight was delayed but Julia and Colin were very flexible letting us stay as long as we needed to."
40728728,759845099,2021-05-18,401111284,Magdalene,Lovely location and lovely place!
19718216,268579630,2018-05-25,178375284,Christine,"The flat has the best location ever! John's place is close to the tube station and needs only a few minutes walk.  It's extremely important while you are traveling with small kids.  Multiple local restaurants and two large supermarkets are located in the neighborhood      John/Ann-Sofi are also very nice and responsive to answer all my questions. Overall, we had an excellent stay in London and would definitely book this flat again in the future!  "
10827526,322214580,2018-09-12,57770556,Dave,"I had an absolutely amazing stay at Siobhan’s place. It’s really gorgeous and homey, and the location was ideal. That being said, Siobhan herself topped her perfect flat. She’s incredibly helpful, smart and funny, and hanging out with her when she was around was easily one of the best parts of my stay in London! I couldn’t recommend staying there more."
51254362,479543155419685390,2021-10-23,34258900,Steven,"Great location, check-in couldn’t be easier and good value, I will book again."
11331179,497359296,2019-07-28,35373565,Jaclyn,The location is perfect to visit the museums and have meals. The room is crowded for two adults and two children.
14704851,135134598,2017-03-03,97471299,Olivier,vous pouvez loué cet appartement les yeux fermés.<br/>super propre et bien situé dans le quartier de tower bridge.
49355329,444008763640470576,2021-09-04,46181353,Gail,"Great apartment in a great lovely location.  We love Camden.  Bar next door was a bit noisy on Friday night, but didn’t bother us.  Large grocery store with absolutely everything right across the street - easy access to underground and buses - 1 block down.  Clean, spacious, and well stocked kitchen for breakfast at home.<br/>10 + coffee shops with a few blocks - oodles of restaurants in the area.  Loved our stay "
17216211,208600803,2017-11-02,108434654,Zan,"Adrian was an excellent host, very welcoming. Nice bedroom, very comfortable and clean. The bathroom was spotless as well as the rest of his appartment. Great experience overall. Highly recommended."
15531309,321420600,2018-09-10,75697374,Romain,Adrian est très réactif et l'appartement est top !
53444256,505620741829639945,2021-11-28,144593357,Ashmita,"Great place to stay, exactly as advertised. Nice attention to details such as providing kitchen roll, bottle of water, small portable sanitiser bottle, etc. The host is lovely and responsive. A supermarket was nearby too.  I would definitely stay here again."
17691357,196963454,2017-09-24,48724286,Brad,Liz is a gracious host. Her place is centrally located as explained in profile. The room was clean and spacious. The neighborhood is very chic being literally across the street from Hyde Park. I would recommend her place to a friend.
46137080,748438886,2021-04-13,189663783,Jules,Great host!
5629995,668068123,2020-09-26,13953472,Penny,"I have stayed at many Airbnbs across the world and sadly this was a very unfavourable and upsetting experience. His communications are quite abrupt and aggressive. We agreed that we would pay an extra 35 pounds for a cleaner halfway through our stay by his request. This seemed strange but we did not wish to lose the booking so agreed. This actually was not for cleaning but for him to have someone check on the apartment. From this check-up he was annoyed we had not left the doors and windows open during the day. However, this is difficult for security reasons on a ground floor apartment and he knew we were working during the night and were asleep during the day. <br/><br/>Despite his accusatory messages, we agreed to try our best to do this. However, this was sadly not the first example of accusatory/aggressive communication.  When we asked about an outside bin and the collection days he abruptly voice messaged us to say use the neighbour's bins and look on the internet. These were not massive issues but set the tone for his future communications. Near the end of our stay, he said we had to say exactly when we were leaving. We explained how that was difficult as we were being collected by a friend after work as we were moving all our things elsewhere in the country. We had to leave in a rush when our friend arrived and accidentally left my new AirPods in the room. When we asked about these he was aggressive about how we had not told him we were leaving. He later sent an image of a stain on the table. We had not noticed this on the table. He accused us of destroying his 1000 pound table. This seemed both a rather excessive claim considering how it looked like wear and tear from the picture and rather expensive when the whole apartment is furnished with Ikea furniture. We then looked for the table on Ikea and it is 120 pounds, not the 1000 pounds earlier stated. He then continued with these aggressive messages and what felt like bullying tactics to get money. He did not want us to go through Airbnb for resolution. When we said would go through Airbnb he also noted how he has the Airpods but we will not get them back. <br/><br/>Overall, it is a shame that his overly emotive, aggressive and controlling communications have led to an upsetting experience which has also led me to have lost my property in my Airpods. Consequently, I cannot recommend Alberto as a host."
44162944,433152832583040787,2021-08-20,176828351,Ekaterina,"The stay was very good! The place is very nice. It’s quite pricey, but it’s understandable and justifiable in my opinion. Location is perfect. I was on the 13th floor, and the view was amazing. The studio had a kitchenette, and cutlery, pots and pans were provided. The building has security on site at all times. The laundry facilities were good, the app was very convenient to use. Very nice table in the room with a comfortable chair to study. I have stayed over a month, and found it very comfortable. I would recommend staying at Chapter!"
7600355,293346551,2018-07-20,2819356,Martina,"I had booked a room at Colin's house for a friend. He was very happy and enjoyed the breakfast, which is a lovely extra you usually don't get through airbnb. Living in the same neighbourhood than Colin, I can tell that it is a pretty and safe area, quiet at night and gives you a break from the Londoner buzz. I would definitely book again a room for my friends at Colin's. "
32108857,514518480,2019-08-21,182134973,Massimo,"Il soggiorno nell'appartamento di Anish è stata una bellissima esperienza per tutta la mia famiglia. La descrizione corrisponde esattamente alla realtà, e per ogni domanda che ho fatto ad Anish prima della prenotazione, ho avuto una risposta rapida e molto precisa. Anish è stato un ospite veramente perfetto, e quando siamo arrivati ci ha accolto con molta cordialità (e ci ha fatto trovare alcune cosa da mangiare e da bere). Lo spazio nella casa è più che perfetto per 4 persone, con 2 camere da letto e un ampio soggiorno dove poter mangiare e rilassarsi. La cucina, separata dalla zona giorno, è dotata di tutti i comfort (frigo, congelatore, fornelli, forno, microonde e macchina per caffè all'americana). La zona poi è veramente tranquilla, un quartiere residenziale tipicamente inglese, a pochi minuti dalla stazione ferroviaria di Norbiton, da cui si raggiunge il centro città in 25 minuti. In conclusione, assolutamente da consigliare!<br/>The stay in Anish's apartment was a wonderful experience for all my family. The description corresponds exactly to reality, and for every question I asked Anish before booking, I had a quick and very precise answer. Anish was a really perfect host, and when we arrived he welcomed us very warmly (and made us find some things to eat and drink). The space in the house is more than perfect for 4 people, with 2 bedrooms and a large living room where you can eat and relax. The kitchen, separated from the living area, is equipped with all the comforts (fridge, freezer, stove, oven, microwave and American coffee machine). The area is then really quiet, a typically English residential neighborhood, just a few minutes away from Norbiton train station, from which you reach the city center in 25 minutes. In conclusion, absolutely recommended!"
3253348,176064986,2017-07-30,127646149,炜悦,房间挺好的，和图片上的几乎一样！房东人也不错，不怎么出现。房子非常靠近公交车站，离市中心也不太远，就是门牌号比较难找，28-30几在一起有一块牌子
326633,29107786,2015-04-04,27579690,Nimrod,"The apartment itself is really nice.<br/>The location is not ideal since there's no subway station nearby. Using buses and the train is OK if you're not in a hurry.<br/>Please also note the flat is in the third floor with no elevator.<br/>The overall experience was fine, I enjoyed staying in the apartment very much"
42582223,749404751,2021-04-17,128325082,Louisa,Warm and cosy.  Very clean throughout and bed was comfy. Access was a bit confusing.
2209431,143504262,2017-04-12,46929383,Claire,"Nous sommes venue en famille avec 4 enfants dans la maison de Hua. Sa maison est adaptée aux enfants qui ont prient plaisir à jouer chez elle et dans son jardin. Sa maison est équipée pour voyager léger avec: lave vaisselle, sèche linge, machine à laver, sèche cheveux, serviettes de toilette. Nous sommes à côté de magasins pour réaliser des courses alimentaire et du métro. Nous sommes à 20 Minutes du centre de Londres et 1h de l'aéroport heatrow. Hua est une hote très discrète. Nous avons passé un excellent séjour et nous reviendrons chez Hua pour nos prochains séjours à Londres."
22905589,481055108,2019-07-04,157774868,Watinee,The host canceled this reservation 93 days before arrival. This is an automated posting.
8477795,164621692,2017-06-28,62641084,Russell,Second time we stayed here. Very clean and peaceful accommodation. 
2659707,300880947,2018-08-03,80461298,Shraddha,"Absolutely loved the way you have decorated the room and the stuff in it is very well thought of. Everything in the house has an artistic touch. Overall we had a pleasant and memorable experience, especially being our first airbnb stay."
18523912,409605552,2019-02-08,36451095,Heather,"Outstanding location, spacious, stylish apartment and great host."
15978828,280073784,2018-06-22,13353948,Morgan,"The flat is perfectly located, very clean and Lior was very available for my questions ! "
9815898,88411654,2016-07-24,51903603,Sophia,"Had a lovely stay in Franklyn's house, it's very homey and comfortable. The kitchen was very well equip and everything we needed was provided. Will definitely stay here again!"
15231540,264629226,2018-05-14,74010675,Dagmar,"Emilly was the perfect hostess. After we arrived, Emilly gave us a quick neighbourhood tour and explained how to get around London. The house was super clean, well maintained and perfect for our group of 6 persons. <br/>We can safely recommend Emilly's accommodation to friends and family.<br/>As a welcome there was free wine, water and coke, milk for coffee.<br/>The kitchen is equipped with everything you need: enough dishes, pots, pans; in the bathroom there are even showers, creams, plenty of toilet paper. We were able to park our car on a parking lot belonging to the house.<br/>Central London is easy to reach from the house: there are railway stations and bus stops nearby.<br/>In short: it was also through the beautiful accommodation a wonderful stay in London.<br/>Thanks again Emilly - you are truly a wonderful host!"
26061569,577315317,2019-12-15,200572267,Csilla,Olha was a great host. She is very welcoming. The room is very comfortable and the flat has an excellent location. Greatly recommended.
14300513,145815949,2017-04-20,85943354,Sara,"Max and Billie's was a delight to work with, quick to respond and check in/out was easy. This studio apartment is in a perfect location, away from the hustle and bustle of Piccadilly Circus, but not too far that you can hop on the Tube or walk to Kensington. The neighborhood is quiet, but within a block of a major street for easy access. There is a lovely local coffee shop around the corner and great restaurants walking distance away. You truly get the local feel staying here, I'll definitely be back!"
42953478,659034934,2020-08-31,164955547,Kian,"Great location, clean, good amenities"
11918476,558676406,2019-11-03,37882810,Thomas,Anne est tres accueillante et disponible avec une réelle attention pour ses hôtes
17138050,253874771,2018-04-15,110978350,Marina,Everything was wonderful. Thank you
9701569,110609313,2016-10-27,29797883,Christian,"Super accueil de la part de Craig, très disponible et réactif via SMS. Le logement est conforme à la description, il y a 2 chambres donc un peu juste pour nous 7 idéal, pour 4 à 5 afin de garder un salon dégagé. Appartement très sécurisé, calme et très bien situé, commerces et métro à 2 minutes à pied accès au centre de Londres en 20 minutes en métro. "
